sampleID,read_count,sub_CST,Lactobacillus_iners,Lactobacillus_crispatus,Gardnerella_vaginalis,Lactobacillus_jensenii,Lactobacillus_gasseri,Atopobium_vaginae,BVAB1,Sneathia_sanguinegens,g_Megasphaera,g_Streptococcus,Prevotella_timonensis,g_Fastidiosipila,g_Anaerococcus,g_Peptoniphilus,g_Corynebacterium_1,g_Finegoldia,g_Bifidobacterium,g_Aerococcus,Prevotella_amnii,BVAB_TM7,g_Prevotella,g_Parvimonas,Prevotella_bivia,g_Staphylococcus,g_Dialister,g_Senegalimassilia,g_Enterococcus,g_Lactobacillus,g_Mobiluncus,g_Gemella,g_Peptostreptococcus,g_Escherichia.Shigella,g_Porphyromonas,g_Veillonella,Lactobacillus_reuteri,Prevotella_colorans,g_Ezakiella,Prevotella_buccalis,g_Ureaplasma,d_Eukaryota,Lactobacillus_ultunensis_1,g_Alloscardovia,Lactobacillus_coleohominis,Prevotella_disiens,g_Moryella,Prevotella_nanceiensis,g_Mycoplasma,Prevotella_corporis,g_Actinomyces,g_Haemophilus,g_Klebsiella,g_Varibaculum,g_Rikenellaceae_RC9_gut_group,g_Proteus,g_Clostridium_sensu_stricto_1,g_Campylobacter,g_Paeniglutamicibacter,g_Fusobacterium,Prevotella_melaninogenica,g_Howardella,g_Peptococcus,f_Bacteroidales_S24.7_group,g_Bacteroides,g_Facklamia,g_Olsenella,g_Arcanobacterium,g_Lawsonella,g_Brevibacterium,g_Oligella,d_NA,f_Enterobacteriaceae,g_Propionimicrobium,g_Halomonas,g_Helcococcus,g_Murdochiella,Prevotella_denticola,g_Bulleidia,g_Micrococcus,g_Propionibacterium,g_Gallicola,g_Shewanella,g_Roseburia,p_Proteobacteria,g_Corynebacterium,o_Micrococcales,Lactobacillus_paracasei_Lactobacillus_rhamnosus,g_Jonquetella,g_Acinetobacter,g_Blautia,Atopobium_parvulum,g_Collinsella,g_Ruminococcaceae_UCG.014,Prevotella_oris,Sneathia_amnii,g_Stenotrophomonas,g_Faecalibacterium,Atopobium_deltae,f_Lachnospiraceae,f_Family_XI,Prevotella_veroralis,Lactobacillus_salivarius,g_Ralstonia,g_Granulicatella,g_Slackia,g_Rothia,g_Neisseria,g_Nosocomiicoccus,g_Sutterella,Prevotellaceae_bacterium,g_Kocuria,Prevotella_bergensis,f_Family_XIII,g_Globicatella,g_Alloprevotella,Lactobacillus_kefiranofaciens,g_Zimmermannella,g_Actinotignum,g_Sneathia,f_Mycoplasmataceae,g_Negativicoccus,Lactobacillus_fermentum,g_Solobacterium,g_Subdoligranulum,g_Trichococcus,Lactobacillus_delbrueckii,g_Dermabacter,f_Corynebacteriaceae,Atopobium_minutum,g_Lactococcus,g_Sarcina,Lactobacillus_pontis,g_Ruminococcaceae_UCG.002,g_Ruminococcus_2,f_Ruminococcaceae,g_Variovorax,g_Dorea,g_Christensenellaceae_R.7_group,g_Weeksella,g_Rhizobium,g_Anaeroglobus,g_Helcobacillus,Prevotella_copri,g_Alistipes,Lactobacillus_equicursoris,g_Actinobaculum,g_Tessaracoccus,g_Helicobacter,g_Leucobacter,g_Trueperella,f_Halomonadaceae,g_Parabacteroides,Lactobacillus_aviarius,g_Ruminococcus_1,c_Betaproteobacteria,g_Phascolarctobacterium,g_Burkholderia.Paraburkholderia,Prevotella_histicola,f_Neisseriaceae,g_Enhydrobacter,g_Bacillus,g_Anaerostipes,c_Clostridia,f_Prevotellaceae,g_Pyramidobacter,f_Carnobacteriaceae,g_Fusicatenibacter,g_Distigma,g_Serratia,g_Enterobacter,g_Acidaminococcus,g_Citrobacter,f_Pasteurellaceae,g_Pasteurella,g_Delftia,g_Bergeyella,f_Peptostreptococcaceae,g_Lachnospiraceae_FE2018_group,Shuttleworthia_satelles,g_Actinobacillus,g_Lachnoclostridium,g_Sporosarcina,g_Sphingomonas,g_Akkermansia,g_Pseudarthrobacter,g_Mogibacterium,g_Cupriavidus,Prevotella_stercorea,g_Kluyvera,g_Leptotrichia,g_Romboutsia,g_Coprococcus_3,g_Coprococcus_2,c_Chloroplast,o_Clostridiales,g_Scardovia,g_Lachnospira,g_Lachnospiraceae_NK4A136_group,g_Catonella,g_Pediococcus,I-A_sim,I-B_sim,II_sim,III-A_sim,III-B_sim,IV-A_sim,IV-B_sim,IV-C0_sim,IV-C1_sim,IV-C2_sim,IV-C3_sim,IV-C4_sim,V_sim,subCST,score,CST
10606,142139,IV-B,20031,50,46746,18,0,16030,34,6275,5242,0,0,5970,38,1475,0,0,0,259,25965,3,0,3246,52,0,1827,5040,3,0,0,1310,0,0,0,0,0,100,0,149,5,0,0,0,0,0,0,0,1531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,340,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012818138043350896,0.019836235632956483,0.05939224023205824,0.15006631948192983,0.25450574411916216,0.3436365076510885,0.8096326537382081,0.0982521969082773,0.018043426597897497,0.011889347055351152,0.0019962418811509154,0.07866812193009018,0.12505773887631214,IV-B,0.8096326537382081,IV-B
2555,12175,IV-B,117,0,1316,0,0,1725,1011,2054,1002,61,36,334,15,211,279,244,0,296,598,207,303,48,79,0,248,1064,0,0,5,194,112,0,17,75,0,55,0,24,0,0,0,0,0,7,6,27,12,0,6,17,0,0,19,0,0,8,30,0,0,11,4,14,0,0,0,8,0,12,0,3,0,0,26,0,0,0,2,8,2,0,17,23,0,0,25,0,0,0,0,0,0,7,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00031758340306730574,0.005562916080941631,0.0218568393961904,0.011472195982409691,0.041792162738187096,0.4304159835214182,0.4356518271531928,0.09462925627759605,0.015504402951756256,0.006618786385492637,0.005069653718382627,0.02690469022024642,0.02776680805514739,IV-B,0.4356518271531928,IV-B
5188,14980,IV-C4,63,60,76,0,12,63,29,3,4,24,10,0,9,64,673,31,0,18,0,0,8,33,0,12053,4,0,0,0,6,22,0,0,9,0,0,0,6,0,0,96,0,0,0,0,7,0,0,0,46,0,0,58,0,0,0,8,86,0,0,0,0,0,0,15,6,4,56,130,0,3,0,0,455,0,6,0,0,68,31,0,426,0,0,19,0,0,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,10,0,0,0,0,0,8,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0029197634959850635,0.006792602944827318,0.0038855615089676845,0.00461339847359738,0.008428377997860647,0.003388641587129675,0.004913688360976299,0.02166764244901458,0.01290889947663353,0.03401743784460421,0.03366256282314438,0.7724982076763482,0.0036344710684417425,IV-C4,0.7724982076763482,IV-C
12272,41161,I-A,24,38615,12,1255,6,5,0,0,0,7,0,0,8,12,34,17,0,0,0,0,0,0,6,658,53,0,0,0,0,0,0,0,8,0,116,0,16,0,101,31,0,7,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,11,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0.9987452614119601,0.9247410182962797,0.004570164656782912,0.002487288778573067,0.10071228648924956,0.0014294693586667901,0.010378927902177594,0.04278383740303416,0.006656118623426876,0.02735684019798464,0.003114218355139698,0.014021731160552789,0.04060227143285854,I-A,0.9987452614119601,I
12732,14729,IV-A,3576,0,3206,0,0,3331,2428,15,1012,0,0,56,0,6,0,0,0,198,9,597,110,81,0,0,19,55,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001292807645686321,0.02670301074749293,0.05589449891250082,0.2806139669275363,0.4092961954376633,0.5719440258449651,0.6417029911033674,0.11229766254379427,0.01767218453919237,0.013273730572835641,0.001977335272243546,0.10227656547787081,0.16892325316983356,IV-B,0.6417029911033674,IV-B
871,81307,III-A,66943,26,7184,540,341,2866,6,92,7,5,0,5,0,6,11,0,0,329,344,1604,0,11,7,0,30,30,0,57,0,23,0,3,0,0,108,0,2,0,79,11,0,0,512,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002719121661600805,0.045761398039557505,0.0572723308286554,0.9795347592311815,0.8898537688024519,0.08404245122422443,0.17986947570344555,0.08845051429330109,0.019896330959919783,0.01327130988291283,0.0012693113042680857,0.13489803409838094,0.26577053587127986,III-A,0.9795347592311815,III
154,38034,IV-A,1041,63,6815,0,6,881,19325,57,1894,26,108,304,66,216,9,58,0,200,0,5361,401,152,23,0,202,108,0,0,12,3,26,0,100,0,0,30,235,18,0,0,0,0,0,3,0,6,0,181,3,0,0,21,28,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,3,0,0,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016079639017154998,0.006686262211426199,0.02165685314511785,0.02422361935143921,0.052474405861805816,0.7778070796344142,0.19716464353364083,0.023585131104713556,0.007181228218551641,0.005024619535887124,0.0011900743323978134,0.019850642507553553,0.03014705943957952,IV-A,0.7778070796344142,IV-A
11706,79294,IV-B,46,29,20250,0,7,8265,361,1901,16,13,3435,2928,10516,739,147,38,0,182,332,0,193,3744,0,0,756,166,0,0,4084,0,4667,0,707,0,0,45,0,0,0,586,0,0,0,0,9854,0,0,0,49,0,0,0,0,0,0,0,0,0,0,18,4183,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0008331706286325626,0.00837660654875978,0.04353471127712305,0.003759074854963409,0.052689728278651114,0.279257163097593,0.62705059563714,0.16778287890205015,0.01599556197668186,0.007575726679901532,0.0053824810008603705,0.032581425333913956,0.044051705611711955,IV-B,0.62705059563714,IV-B
7998,68052,I-A,569,58810,183,857,27,0,0,0,0,52,571,25,875,653,222,1037,0,8,0,0,0,0,503,34,270,0,0,177,31,0,226,0,102,0,1011,117,635,28,114,63,0,0,0,229,53,0,0,4,6,0,0,30,0,0,0,139,5,7,0,13,5,11,7,9,11,0,63,0,0,14,0,14,0,0,43,0,0,0,13,8,0,0,0,0,0,0,9,0,0,0,0,60,0,0,9,0,31,0,0,0,0,0,0,0,0,0,0,42,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.988486604844707,0.958384730721118,0.0059843983947007,0.0068280836457275266,0.10934726508412904,0.0030062808675555158,0.013801290738600515,0.05166520062831293,0.0077425037960793495,0.027680498347170537,0.0032804133006827654,0.009080721576810717,0.03648305353771439,I-A,0.988486604844707,I
8738,125732,III-A,120763,31,101,0,0,0,0,0,0,75,30,0,575,164,510,1998,21,0,0,0,0,0,174,140,11,0,0,0,12,4,46,0,16,0,0,8,0,0,0,423,0,0,0,104,0,0,0,0,32,20,0,0,0,0,0,0,0,0,17,0,0,0,90,20,0,0,23,0,0,154,0,0,0,0,8,0,0,0,3,0,0,0,0,55,0,0,0,0,9,0,0,12,0,0,4,10,4,12,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0.0026074165021143323,0.04336735565573568,0.046349128828716904,0.9955203201434606,0.7987205684965194,0.05264253867848569,0.11321780668756694,0.07597733839737819,0.01803638308565261,0.011678198347736245,0.0013360544649438707,0.12166118155488931,0.23560170815519718,III-A,0.9955203201434606,III
